SOLD DATE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE,sale_year,sale_month,sale_dayofweek,sale_quarter,sqft_bin,age_at_sale,log_price,log_square_feet,log_lot_size
2024-06-28,3779 Whidbey Way,Naples,34119.0,740000.0,3.0,3.0,Island Walk,1980.0,6969.0,2001.0,374.0,521.0,26.2502807,-81.7073162,2024.0,6.0,Friday,2.0,1000-1999,23.0,13.51440681653079,7.591357046698551,8.84937050375457
2022-03-15,14712 Beaufort Cir,Naples,34119.0,1050000.0,4.0,3.5,Na22 - S/O Immokalee Rd W/O 951,3400.0,11761.0,2005.0,309.0,225.0,26.2581422,-81.7008352,2022.0,3.0,Tuesday,1.0,3000-3999,17.0,13.864301674514206,8.131824785007195,9.372629275019902
2022-12-09,1621 Morning Sun Ln Unit E-8,Naples,34119.0,429000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1360.0,3920.0,2002.0,315.0,342.0,26.2600251,-81.710868,2022.0,12.0,Friday,4.0,1000-1999,20.0,12.969214528909768,7.215975002651466,8.27410200229233
2023-06-01,4224 Raffia Palm Cir,Naples,34119.0,730000.0,4.0,3.0,Na22 - S/O Immokalee Rd W/O 951,2006.0,6969.0,2019.0,364.0,316.0,26.2507746,-81.6970563,2023.0,6.0,Thursday,2.0,2000-2999,4.0,13.500801182986649,7.604396348796338,8.84937050375457
2024-03-21,4382 Bismark Way,Naples,34119.0,955000.0,5.0,3.0,Na22 - S/O Immokalee Rd W/O 951,3232.0,7405.0,2018.0,295.0,335.0,26.2523304,-81.7036035,2024.0,3.0,Thursday,1.0,3000-3999,6.0,13.769467666582738,8.081165777725433,8.910045761473558
2023-06-21,5441 Guadeloupe Way,Naples,34119,540000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,351.0,433.0,26.2506992,-81.7153401,2023.0,6.0,Wednesday,2.0,1000-1999,24.0,13.199326270390594,7.340186835320115,8.474703139795285
2021-12-03,960 Glen Lake Cir,Naples,34119,1340000.0,4.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,2865.0,13939.0,2002.0,468.0,462.0,26.2402274,-81.7245345,2021.0,12.0,Friday,4.0,2000-2999,19.0,14.108180918195472,7.960672608388117,9.542517684314515
2022-03-28,5645 Eleuthera Way,Naples,34119,499000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,324.0,418.0,26.2456681,-81.7172853,2022.0,3.0,Monday,1.0,1000-1999,23.0,13.120363378739663,7.340186835320115,8.474703139795285
2020-11-30,499 Terracina Way,Naples,34119,1100000.0,4.0,4.5,Na14 - N/O Pine Ridge Rd And Vin,3730.0,16552.0,2000.0,295.0,347.0,26.2277728,-81.7202692,2020.0,11.0,Monday,4.0,3000-3999,20.0,13.910821646859095,8.224431573221159,9.714322633260165
2022-07-18,458 Terracina Ln,Naples,34119,2990000.0,5.0,5.5,Na14 - N/O Pine Ridge Rd And Vin,5150.0,18730.0,2005.0,581.0,362.0,26.2289379,-81.7210479,2022.0,7.0,Monday,3.0,5000-5999,17.0,14.910784279814974,8.546946149565585,9.837935184295892
2021-10-07,5748 Drummond Way,Naples,34119,410000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5227.0,1998.0,244.0,404.0,26.245937,-81.715807,2021.0,10.0,Thursday,4.0,1000-1999,23.0,12.923914877701906,7.427144133408616,8.561784074744113
2021-05-10,5433 Freeport Ln,Naples,34119,499999.0,3.0,2.5,Na22 - S/O Immokalee Rd W/O 951,1995.0,6534.0,1999.0,251.0,438.0,26.2487987,-81.716806,2021.0,5.0,Monday,2.0,1000-1999,22.0,13.122363377404328,7.59890045687141,8.784927626058323
2024-11-01,250 Silverado Dr,Naples,34119,2600000.0,4.0,4.0,Na14 - N/O Pine Ridge Rd And Vin,3850.0,10890.0,1991.0,675.0,228.0,26.2238908,-81.725293,2024.0,11.0,Friday,4.0,3000-3999,33.0,14.77102238760702,8.25608813381491,9.295692039075686
2021-05-28,140 April Sound Dr,Naples,34119,725000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,2164.0,8712.0,1996.0,335.0,467.0,26.2424088,-81.7276894,2021.0,5.0,Friday,2.0,2000-2999,25.0,13.493928313146206,7.68017564043659,9.072571442231286
2021-06-15,988 Glen Lake Cir,Naples,34119,1175000.0,4.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,2780.0,13939.0,2001.0,423.0,462.0,26.2402582,-81.7257212,2021.0,6.0,Tuesday,2.0,2000-2999,20.0,13.976779556623864,7.930565854233965,9.542517684314515
2022-08-10,5641 Eleuthera Way,Naples,34119,560000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,364.0,418.0,26.2455912,-81.7173064,2022.0,8.0,Wednesday,3.0,1000-1999,23.0,13.235693848424024,7.340186835320115,8.561784074744113
2021-04-26,5296 Hawkesbury Way,Naples,34119,490000.0,3.0,2.5,Na22 - S/O Immokalee Rd W/O 951,1983.0,6969.0,2000.0,247.0,438.0,26.2514409,-81.7159667,2021.0,4.0,Monday,2.0,1000-1999,21.0,13.102162710901053,7.592870287844818,8.84937050375457
2022-03-31,115 April Sound Dr,Naples,34119,700000.0,3.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,1963.0,8276.0,2003.0,357.0,467.0,26.2424942,-81.7287224,2022.0,3.0,Thursday,1.0,1000-1999,19.0,13.45883704259595,7.582738488914411,9.021235862885396
2022-07-25,5401 Cove Cir #116,Naples,34119,439000.0,3.0,2.5,Na22 - S/O Immokalee Rd W/O 951,1611.0,5227.0,2000.0,273.0,257.0,26.2461176,-81.7189082,2022.0,7.0,Monday,3.0,1000-1999,22.0,12.992256969959042,7.385230923066573,8.561784074744113
2023-07-27,5433 Guadeloupe Way,Naples,34119,619900.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5227.0,1999.0,369.0,433.0,26.2505978,-81.715618,2023.0,7.0,Thursday,3.0,1000-1999,24.0,13.337315066852122,7.427144133408616,8.561784074744113
2024-01-12,5422 Guadeloupe Way,Naples,34119,584500.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,380.0,482.0,26.250002,-81.7157959,2024.0,1.0,Friday,1.0,1000-1999,25.0,13.278513770756783,7.340186835320115,8.474703139795285
2023-11-30,967 Fountain Run,Naples,34119,825000.0,2.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,1875.0,5662.0,1998.0,440.0,467.0,26.2414899,-81.7288188,2023.0,11.0,Thursday,4.0,1000-1999,25.0,13.623139877437296,7.53689712956617,8.641709066113805
2022-10-05,1119 Augusta Falls Way,Naples,34119,775000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,2215.0,10018.0,1999.0,350.0,513.0,26.2432227,-81.7253366,2022.0,10.0,Wednesday,4.0,2000-2999,23.0,13.560619598657233,7.703459047867175,9.212238569259263
2022-05-02,882 Vistana Cir #49,Naples,34119,625000.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2086.0,8276.0,2000.0,300.0,443.0,26.243089,-81.723859,2022.0,5.0,Monday,2.0,2000-2999,22.0,13.345508528717259,7.643482907077201,9.021235862885396
2021-04-22,841 Vistana Cir #19,Naples,34119,412000.0,4.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2086.0,8276.0,2001.0,198.0,419.0,26.2432813,-81.722703,2021.0,4.0,Thursday,2.0,2000-2999,20.0,12.928781055513184,7.643482907077201,9.021235862885396
2022-03-30,5467 Freeport Ln,Naples,34119,729900.0,3.0,2.5,Na22 - S/O Immokalee Rd W/O 951,1983.0,7840.0,1999.0,368.0,452.0,26.2485903,-81.7159384,2022.0,3.0,Wednesday,1.0,1000-1999,23.0,13.500664187489477,7.592870287844818,8.967121656230923
2023-03-28,817 Vistana Cir #25,Naples,34119,599000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,1790.0,4791.0,1999.0,335.0,443.0,26.2432624,-81.7219005,2023.0,3.0,Tuesday,1.0,1000-1999,24.0,13.303018546545275,7.490529402060711,8.474703139795285
2021-03-08,459 Terracina Way E,Naples,34119,1415000.0,4.0,4.5,Na14 - N/O Pine Ridge Rd And Vin,4547.0,15681.0,2004.0,311.0,347.0,26.2271624,-81.7212969,2021.0,3.0,Monday,1.0,4000-4999,17.0,14.162640795773006,8.422442854870427,9.660268836790868
2021-03-25,635 Venezia Grande Dr,Naples,34119,1768000.0,4.0,4.5,Na14 - N/O Pine Ridge Rd And Vin,3804.0,19602.0,2014.0,465.0,757.0,26.2348941,-81.7243115,2021.0,3.0,Thursday,1.0,3000-3999,7.0,14.385360087790426,8.244071270295786,9.883437894730424
2020-07-26,5845 Cloudstone Ct,Naples,34119,716625.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,3475.0,12632.0,1993.0,206.0,235.0,26.2252667,-81.7248073,2020.0,7.0,Sunday,3.0,3000-3999,27.0,13.482309365639678,8.153637486385282,9.444067716830038
2022-10-25,5736 Drummond Way,Naples,34119,485000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,6534.0,1998.0,315.0,418.0,26.2455117,-81.7157674,2022.0,10.0,Tuesday,4.0,1000-1999,24.0,13.091906231773164,7.340186835320115,8.784927626058323
2021-04-09,5552 Islandwalk Cir,Naples,34119,345000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,224.0,404.0,26.2458543,-81.7176847,2021.0,4.0,Friday,2.0,1000-1999,22.0,12.75130259456002,7.340186835320115,8.474703139795285
2022-03-31,5104 Inagua Way,Naples,34119,875000.0,4.0,4.0,Na22 - S/O Immokalee Rd W/O 951,2532.0,8276.0,1999.0,346.0,474.0,26.2530919,-81.7194586,2022.0,3.0,Thursday,1.0,2000-2999,23.0,13.681980308196241,7.837159650001675,9.021235862885396
2021-05-07,5666 Eleuthera Way,Naples,34119,421000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5227.0,1999.0,251.0,404.0,26.2462814,-81.7170081,2021.0,5.0,Friday,2.0,1000-1999,22.0,12.95039048795861,7.427144133408616,8.561784074744113
2022-01-25,5411 Guadeloupe Way,Naples,34119,485000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,315.0,418.0,26.2504627,-81.7161604,2022.0,1.0,Tuesday,1.0,1000-1999,23.0,13.091906231773164,7.340186835320115,8.561784074744113
2022-03-29,5252 Hawkesbury Way,Naples,34119,550000.0,3.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1983.0,5662.0,2000.0,277.0,452.0,26.2514056,-81.7177488,2022.0,3.0,Tuesday,1.0,1000-1999,22.0,13.217675375388819,7.592870287844818,8.641709066113805
2023-05-02,5316 Hawkesbury Way,Naples,34119,850000.0,3.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1983.0,6969.0,2000.0,429.0,468.0,26.2516464,-81.7152191,2023.0,5.0,Tuesday,2.0,1000-1999,23.0,13.652992804936396,7.592870287844818,8.84937050375457
2021-06-28,1102 Camelot Cir,Naples,34119,849000.0,3.0,3.5,Na14 - N/O Pine Ridge Rd And Vin,2890.0,10454.0,2001.0,294.0,564.0,26.2398485,-81.7284488,2021.0,6.0,Monday,2.0,2000-2999,20.0,13.651815643149092,7.969357742016346,9.254835611862735
2021-09-30,5366 Guadeloupe Way,Naples,34119,507000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,329.0,404.0,26.2500068,-81.7173568,2021.0,9.0,Thursday,3.0,1000-1999,22.0,13.136268254957963,7.340186835320115,8.474703139795285
2021-04-30,628 Venezia Grande Dr,Naples,34119,1965000.0,4.0,4.5,Na14 - N/O Pine Ridge Rd And Vin,4380.0,23958.0,2015.0,449.0,757.0,26.2343804,-81.7252058,2021.0,4.0,Friday,2.0,4000-4999,6.0,14.491003312191221,8.385032287813898,10.08409931513136
2023-05-12,586 Wedgewood Way,Naples,34119,1750000.0,4.0,3.5,Na14 - N/O Pine Ridge Rd And Vin,3298.0,15681.0,1998.0,531.0,337.0,26.2375063,-81.7211694,2023.0,5.0,Friday,2.0,3000-3999,25.0,14.375126917328105,8.101374671228582,9.660268836790868
2021-10-05,993 Tierra Lago Way,Naples,34119,975000.0,3.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,3075.0,9583.0,1999.0,317.0,554.0,26.2418692,-81.7210382,2021.0,10.0,Tuesday,4.0,3000-3999,22.0,13.790193775620484,8.031385330625534,9.16785032035523
2022-07-07,484 Palo Verde Dr,Naples,34119,952000.0,2.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,2107.0,7405.0,2002.0,452.0,470.0,26.2316061,-81.7223809,2022.0,7.0,Thursday,3.0,2000-2999,20.0,13.766321364193118,7.653494909661253,8.910045761473558
2022-03-30,5410 Guadeloupe Way,Naples,34119,595000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,386.0,418.0,26.249969,-81.7161308,2022.0,3.0,Wednesday,1.0,1000-1999,23.0,13.296318365198623,7.340186835320115,8.474703139795285
2020-08-25,5260 Hawkesbury Way,Naples,34119,442000.0,3.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1983.0,6969.0,2000.0,223.0,434.0,26.2513527,-81.7174367,2020.0,8.0,Tuesday,3.0,1000-1999,20.0,12.999067423500716,7.592870287844818,8.84937050375457
2023-05-17,5346 Guadeloupe Way,Naples,34119,505000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,328.0,433.0,26.25008,-81.7179193,2023.0,5.0,Wednesday,2.0,1000-1999,24.0,13.132315688453556,7.340186835320115,8.561784074744113
2023-05-16,480 Terracina Way,Naples,34119,2050000.0,4.0,4.5,Na14 - N/O Pine Ridge Rd And Vin,3747.0,15245.0,2004.0,547.0,362.0,26.2260638,-81.7206305,2023.0,5.0,Tuesday,2.0,3000-3999,19.0,14.53335083891935,8.228977643358313,9.632072452548218
2025-06-30,5401 Freeport Ln,Naples,34119,620000.0,3.0,3.0,Na22 - S/O Immokalee Rd W/O 951,1980.0,8276.0,1999.0,313.0,542.0,26.2490827,-81.7181191,2025.0,6.0,Monday,2.0,1000-1999,26.0,13.3374763699232,7.591357046698551,9.021235862885396
2021-05-26,1095 Camelot Cir,Naples,34119,750000.0,3.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,2521.0,9583.0,2000.0,298.0,564.0,26.2403778,-81.7281816,2021.0,5.0,Wednesday,2.0,2000-2999,21.0,13.527829818844937,7.8328075165248645,9.16785032035523
2025-01-10,466 Palo Verde Dr,Naples,34119,1000000.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2892.0,7840.0,2001.0,346.0,507.0,26.2317241,-81.721748,2025.0,1.0,Friday,1.0,2000-2999,24.0,13.815511557963774,7.970049304976135,8.967121656230923
2024-03-29,921 Vistana Cir #5,Naples,34119,640000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,2007.0,8276.0,2001.0,319.0,517.0,26.242847,-81.7227319,2024.0,3.0,Friday,1.0,2000-2999,23.0,13.369225017834633,7.60489448081162,9.021235862885396
2024-02-02,825 Vistana Cir #23,Naples,34119,600000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,1790.0,18730.0,1999.0,335.0,443.0,26.2432746,-81.7221714,2024.0,2.0,Friday,1.0,1000-1999,25.0,13.304686600863562,7.490529402060711,9.837935184295892
2024-04-25,5792 Drummond Way,Naples,34119,615000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,399.0,482.0,26.2470273,-81.7164903,2024.0,4.0,Thursday,2.0,1000-1999,25.0,13.329379172803593,7.340186835320115,8.561784074744113
2022-03-11,5800 Drummond Way,Naples,34119,475000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5227.0,1999.0,283.0,418.0,26.2471577,-81.7166804,2022.0,3.0,Friday,1.0,1000-1999,23.0,13.07107218827772,7.427144133408616,8.561784074744113
2023-06-20,5536 Islandwalk Cir,Naples,34119,615000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1522.0,5227.0,1999.0,404.0,433.0,26.245418,-81.7177129,2023.0,6.0,Tuesday,2.0,1000-1999,24.0,13.329379172803593,7.328437352895162,8.561784074744113
2022-02-03,1079 Augusta Falls Way,Naples,34119,650000.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2083.0,10018.0,2000.0,312.0,521.0,26.2421357,-81.7265297,2022.0,2.0,Thursday,1.0,2000-2999,22.0,13.384729180332174,7.642044402873258,9.212238569259263
2022-06-02,5434 Guadeloupe Way,Naples,34119,485000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1520.0,4791.0,1999.0,319.0,418.0,26.250101,-81.715486,2022.0,6.0,Thursday,2.0,1000-1999,23.0,13.091906231773164,7.327123292259293,8.474703139795285
2021-07-14,5449 Guadeloupe Way,Naples,34119,410000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5227.0,1999.0,244.0,404.0,26.2507155,-81.7151995,2021.0,7.0,Wednesday,3.0,1000-1999,22.0,12.923914877701906,7.427144133408616,8.561784074744113
2021-08-04,5373 Guadeloupe Way,Naples,34119,437000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,284.0,404.0,26.2504445,-81.7170929,2021.0,8.0,Wednesday,3.0,1000-1999,22.0,12.987690762404629,7.340186835320115,8.561784074744113
2023-04-27,479 Palo Verde Dr,Naples,34119,1303000.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2321.0,8276.0,1996.0,561.0,507.0,26.2322296,-81.7223318,2023.0,4.0,Thursday,2.0,2000-2999,27.0,14.080180623566395,7.7501841622578365,9.021235862885396
2023-06-22,451 Palo Verde Dr,Naples,34119,1315000.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2911.0,14374.0,2000.0,452.0,507.0,26.2320912,-81.7211794,2023.0,6.0,Thursday,2.0,2000-2999,23.0,14.089347984049986,7.976595409316577,9.573245865665552
2021-12-20,467 Palo Verde Dr,Naples,34119,749000.0,3.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,2274.0,7405.0,1999.0,329.0,484.0,26.232228,-81.7218357,2021.0,12.0,Monday,4.0,2000-2999,22.0,13.52649559761195,7.729735331385051,8.910045761473558
2024-03-07,906 Tierra Lago Way,Naples,34119,1495000.0,3.0,4.0,Na14 - N/O Pine Ridge Rd And Vin,2806.0,14374.0,1997.0,533.0,600.0,26.2383716,-81.7209471,2024.0,3.0,Thursday,1.0,2000-2999,27.0,14.217637433703022,7.939871576361883,9.573245865665552
2024-09-04,1026 Fountain Run,Naples,34119,840000.0,2.0,2.5,Na14 - N/O Pine Ridge Rd And Vin,1904.0,6098.0,2003.0,441.0,481.0,26.2431943,-81.729083,2024.0,9.0,Wednesday,3.0,1000-1999,21.0,13.641158361294979,7.552237287560802,8.715880102296456
2020-08-20,5830 Drummond Way,Naples,34119,270000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5445.0,1999.0,175.0,400.0,26.2474561,-81.7174956,2020.0,8.0,Thursday,3.0,1000-1999,21.0,12.506180941677357,7.340186835320115,8.602636673233706
2022-01-05,590 Wedgewood Way,Naples,34119,1225000.0,4.0,3.5,Na14 - N/O Pine Ridge Rd And Vin,3298.0,18730.0,1997.0,371.0,327.0,26.2374629,-81.7214782,2022.0,1.0,Wednesday,1.0,3000-3999,25.0,14.018452218287162,8.101374671228582,9.837935184295892
2024-04-30,5715 Drummond Way,Naples,34119,494000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,1999.0,321.0,482.0,26.2449162,-81.7163173,2024.0,4.0,Tuesday,2.0,1000-1999,25.0,13.11029282045951,7.340186835320115,8.474703139795285
2022-06-15,5785 Drummond Way,Naples,34119,530000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,6098.0,1999.0,344.0,418.0,26.2465545,-81.7167722,2022.0,6.0,Wednesday,2.0,1000-1999,23.0,13.180634172318978,7.340186835320115,8.715880102296456
2021-12-20,5699 Drummond Way,Naples,34119,467500.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,304.0,404.0,26.2445844,-81.7162801,2021.0,12.0,Monday,4.0,1000-1999,22.0,13.055156766746023,7.340186835320115,8.561784074744113
2022-07-18,5602 Eleuthera Way,Naples,34119,479000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,1999.0,311.0,418.0,26.2445716,-81.716685,2022.0,7.0,Monday,3.0,1000-1999,23.0,13.079457964073546,7.340186835320115,8.561784074744113
2022-03-29,2888 Hatteras Way,Naples,34119,980000.0,4.0,4.0,Na22 - S/O Immokalee Rd W/O 951,2487.0,9147.0,2002.0,394.0,474.0,26.2469591,-81.7098564,2022.0,3.0,Tuesday,1.0,2000-2999,20.0,13.795308871054397,7.81923445385907,9.121290555142672
2021-10-14,5804 Charlton Way,Naples,34119,739000.0,4.0,3.0,Na22 - S/O Immokalee Rd W/O 951,2541.0,8712.0,1999.0,291.0,456.0,26.2454599,-81.7142379,2021.0,10.0,Thursday,4.0,2000-2999,22.0,13.513054553109397,7.8407064517494,9.072571442231286
2023-08-15,5452 Guadeloupe Way,Naples,34119,589900.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5227.0,1999.0,351.0,433.0,26.250303,-81.7150619,2023.0,8.0,Tuesday,3.0,1000-1999,24.0,13.287710005192306,7.427144133408616,8.561784074744113
2020-10-28,3687 Exuma Way,Naples,34119,329000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,2003.0,214.0,400.0,26.2489725,-81.7046237,2020.0,10.0,Wednesday,4.0,1000-1999,17.0,12.703816069256568,7.340186835320115,8.561784074744113
2022-01-25,5381 Guadeloupe Way,Naples,34119,512000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1522.0,5227.0,1999.0,336.0,418.0,26.2504081,-81.7168625,2022.0,1.0,Tuesday,1.0,1000-1999,23.0,13.146081857144738,7.328437352895162,8.561784074744113
2023-05-31,604 El Camino Real Unit 9-101,Naples,34119,980000.0,2.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,2050.0,8276.0,2017.0,478.0,1000.0,26.2335984,-81.7317534,2023.0,5.0,Wednesday,2.0,2000-2999,6.0,13.795308871054397,7.62608275807238,9.021235862885396
2021-04-16,937 Tierra Lago Way,Naples,34119,815000.0,3.0,4.0,Na14 - N/O Pine Ridge Rd And Vin,2798.0,11761.0,1995.0,291.0,553.0,26.2398087,-81.7207174,2021.0,4.0,Friday,2.0,2000-2999,26.0,13.610944619216111,7.937017489515454,9.372629275019902
2021-04-20,1083 Augusta Falls Way,Naples,34119,595000.0,3.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,2040.0,9583.0,1997.0,292.0,496.0,26.2422927,-81.7266711,2021.0,4.0,Tuesday,2.0,2000-2999,24.0,13.296318365198623,7.621195162809845,9.16785032035523
2024-01-04,1075 Augusta Falls Way,Naples,34119,785000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,1928.0,11325.0,2000.0,407.0,547.0,26.2419501,-81.7264034,2024.0,1.0,Thursday,1.0,1000-1999,24.0,13.573440270649085,7.564757012905729,9.33485624667375
2023-07-21,3336 Cayman Ln,Naples,34119,550000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,4791.0,2002.0,357.0,433.0,26.2469106,-81.701539,2023.0,7.0,Friday,3.0,1000-1999,21.0,13.217675375388819,7.340186835320115,8.474703139795285
2023-08-15,939 Fountain Run,Naples,34119,766000.0,3.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,1884.0,5662.0,1999.0,407.0,467.0,26.241366,-81.7279452,2023.0,8.0,Tuesday,3.0,1000-1999,24.0,13.548938754204904,7.541683099882111,8.641709066113805
2025-05-01,3667 Exuma Way,Naples,34119,485000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1680.0,5662.0,2003.0,289.0,501.0,26.2492608,-81.7040275,2025.0,5.0,Thursday,2.0,1000-1999,22.0,13.091906231773164,7.427144133408616,8.641709066113805
2021-03-22,911 Fountain Run,Naples,34119,400000.0,2.0,2.0,Na14 - N/O Pine Ridge Rd And Vin,1843.0,5662.0,1995.0,217.0,659.0,26.2418537,-81.7270228,2021.0,3.0,Monday,1.0,1000-1999,26.0,12.899222326086994,7.519692404116539,8.641709066113805
2022-06-03,3713 Yakobi Ln,Naples,34119,517500.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,2003.0,336.0,418.0,26.2477201,-81.7040507,2022.0,6.0,Friday,2.0,1000-1999,19.0,13.156766736486944,7.340186835320115,8.561784074744113
2022-03-18,3226 Barbados Ln,Naples,34119,435000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,2002.0,282.0,418.0,26.2457415,-81.7011212,2022.0,3.0,Friday,1.0,1000-1999,20.0,12.983103608918753,7.340186835320115,8.561784074744113
2024-05-29,3006 Futuna Ln,Naples,34119,529900.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,2002.0,344.0,482.0,26.2447684,-81.7063338,2024.0,5.0,Wednesday,2.0,1000-1999,22.0,13.180445475627591,7.340186835320115,8.561784074744113
2022-02-01,909 Tierra Lago Way,Naples,34119,1150000.0,3.0,4.0,Na14 - N/O Pine Ridge Rd And Vin,2806.0,10890.0,1999.0,410.0,554.0,26.2390563,-81.7210069,2022.0,2.0,Tuesday,1.0,2000-2999,23.0,13.955273369904273,7.939871576361883,9.295692039075686
2025-03-05,529 Wedgewood Way,Naples,34119,1500000.0,4.0,3.0,Na14 - N/O Pine Ridge Rd And Vin,2841.0,11761.0,1997.0,528.0,348.0,26.2340084,-81.7203786,2025.0,3.0,Wednesday,1.0,2000-2999,28.0,14.220976332738882,7.952263308657046,9.372629275019902
2024-03-13,3017 Futuna Ln,Naples,34119,590000.0,2.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1540.0,5227.0,2002.0,383.0,482.0,26.2451376,-81.7068024,2024.0,3.0,Wednesday,1.0,1000-1999,22.0,13.28787951079572,7.340186835320115,8.561784074744113
2023-04-20,957 Tierra Lago Way,Naples,34119,1320000.0,3.0,4.0,Na14 - N/O Pine Ridge Rd And Vin,2806.0,13068.0,1997.0,470.0,553.0,26.2406144,-81.7207984,2023.0,4.0,Thursday,2.0,2000-2999,26.0,14.093143052138025,7.939871576361883,9.477998292597036
2023-05-18,5441 Freeport Ln,Naples,34119,865000.0,3.0,2.5,Na22 - S/O Immokalee Rd W/O 951,2200.0,8276.0,1999.0,393.0,468.0,26.2486363,-81.7165347,2023.0,5.0,Thursday,2.0,2000-2999,24.0,13.670485941982712,7.696667081526462,9.021235862885396
2021-05-03,5283 Hawkesbury Way,Naples,34119,520000.0,3.0,2.0,Na22 - S/O Immokalee Rd W/O 951,1983.0,8276.0,2000.0,262.0,438.0,26.251844,-81.7165323,2021.0,5.0,Monday,2.0,1000-1999,21.0,13.161586013632684,7.592870287844818,9.021235862885396
